price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea,prediction,error,error_decile,abs_error_decile,relative_error
49000.0,2610,3,1,two,yes,no,yes,no,no,0,yes,57453.8887932835,8453.888793283499,7,1,0.1725283427200714
49000.0,1950,3,2,two,yes,no,yes,no,no,0,yes,69600.2193588506,20600.219358850605,8,2,0.420412639976543
49500.0,2145,3,1,three,yes,no,no,no,no,0,yes,57917.49565924456,8417.49565924456,7,1,0.17005041735847595
52000.0,2275,3,1,three,yes,no,no,yes,yes,0,yes,86498.73534927022,34498.735349270224,9,4,0.6634372182551966
54000.0,2856,3,1,three,yes,no,no,no,no,0,yes,60400.35484487192,6400.354844871923,7,0,0.11852508971985043
55000.0,2015,3,1,two,yes,no,yes,no,no,0,yes,55376.10930601446,376.1093060144631,6,0,0.006838351018444783
55000.0,2176,2,1,two,yes,yes,no,no,no,0,yes,54887.96303659258,-112.03696340742317,6,0,-0.002037035698316785
56000.0,2145,4,2,one,yes,no,yes,no,no,0,yes,67689.44104856407,11689.44104856407,7,1,0.20874001872435838
60000.0,2145,3,1,three,yes,no,no,no,no,1,yes,61175.18772524166,1175.1877252416598,6,0,0.019586462087360996
60500.0,2787,3,1,one,yes,no,yes,no,no,0,yes,53589.029170445145,-6910.970829554855,6,0,-0.11423092280255959
50000.0,9500,3,1,two,yes,no,no,no,no,3,yes,87434.6516864366,37434.6516864366,9,4,0.748693033728732
64900.0,4990,4,2,two,yes,yes,yes,no,no,0,yes,86800.8309514538,21900.830951453798,8,2,0.3374550223644653
93000.0,6670,3,1,three,yes,no,yes,no,no,0,yes,77571.74652236182,-15428.25347763818,5,1,-0.16589519868428151
85000.0,6254,4,2,one,yes,no,yes,no,no,1,yes,85296.03380899556,296.03380899556214,6,0,0.003482750694065437
61500.0,10360,2,1,one,yes,no,no,no,no,1,yes,77548.26514102801,16048.265141028009,8,2,0.2609474006671221
88500.0,5500,3,2,one,yes,yes,yes,no,no,2,yes,88722.98944222828,222.9894422282814,6,0,0.002519654714443858
88000.0,5450,4,2,one,yes,no,yes,no,yes,0,yes,92383.04381556017,4383.043815560173,7,0,0.04980731608591106
89000.0,5500,3,1,three,yes,no,no,no,no,1,yes,72891.0703803469,-16108.929619653107,5,2,-0.18099920920958548
89500.0,6000,4,1,three,yes,yes,yes,no,no,0,yes,81816.79190022867,-7683.208099771335,6,0,-0.0858459005561043
95000.0,5700,3,1,one,yes,yes,yes,no,yes,2,yes,88122.63177883725,-6877.368221162746,6,0,-0.07239334969644995
95500.0,6600,2,2,four,yes,no,yes,no,no,0,yes,99574.53542475356,4074.535424753558,7,0,0.04266529240579642
51500.0,4000,2,1,one,yes,no,no,no,no,0,yes,52081.030992625754,581.0309926257542,6,0,0.011282155196616586
62900.0,4880,3,1,one,yes,no,no,no,no,2,yes,63560.657643938,660.6576439380005,6,0,0.010503301175484906
118500.0,4880,4,2,two,yes,no,no,no,yes,1,yes,94280.5628621114,-24219.4371378886,4,3,-0.20438343576277299
42900.0,8050,2,1,one,yes,no,no,no,no,0,no,57529.17383047625,14629.173830476248,8,1,0.3410063829947843
44100.0,8100,2,1,one,yes,no,no,no,no,1,no,60961.469214731245,16861.469214731245,8,2,0.38234624069685363
47000.0,5880,3,1,one,yes,no,no,no,no,1,no,55100.30600205936,8100.306002059362,7,1,0.17234693621402897
50000.0,5880,2,1,one,yes,no,no,no,no,0,no,49951.38981808329,-48.610181916708825,6,0,-9.722036383341765E-4
50000.0,12944,3,1,one,yes,no,no,no,no,0,no,76510.57073953869,26510.570739538685,9,3,0.5302114147907737
53000.0,6020,3,1,one,yes,no,no,no,no,0,no,52331.50322718439,-668.4967728156116,6,0,-0.012613146656898333
53000.0,4050,2,1,one,yes,no,no,no,no,0,no,43560.90836984407,-9439.091630155926,5,1,-0.17809606849350804
54000.0,8400,2,1,one,yes,no,no,no,no,1,no,62009.08912427866,8009.08912427866,7,1,0.14831646526441963
58500.0,5600,2,1,one,yes,no,no,no,yes,0,no,62125.93466598781,3625.9346659878065,7,0,0.061981789162184726
59000.0,5985,3,1,one,yes,no,yes,no,no,0,no,56061.93146518098,-2938.0685348190236,6,0,-0.04979777177659362
60000.0,4500,3,1,one,yes,no,yes,no,no,0,no,50876.212912921284,-9123.787087078716,5,1,-0.1520631181179786
62900.0,4920,3,1,two,yes,no,no,no,no,1,no,56230.87766097897,-6669.122339021029,6,0,-0.10602738217839473
64000.0,8250,3,1,one,yes,no,no,no,no,0,no,60118.81122148682,-3881.1887785131767,6,0,-0.06064357466426838
65000.0,8400,4,1,four,yes,no,no,no,no,3,no,92417.30844759915,27417.30844759915,9,3,0.4218047453476792
67900.0,6440,2,1,one,yes,no,no,no,yes,3,no,74832.34661071186,6932.346610711858,7,0,0.10209641547440144
68500.0,8100,4,1,four,yes,no,yes,no,yes,2,no,105116.97046298053,36616.970462980535,9,4,0.534554313328183
70000.0,6720,3,1,one,yes,no,no,no,no,0,no,54775.94968279502,-15224.05031720498,5,1,-0.21748643310292828
70500.0,5948,3,1,two,yes,no,no,no,yes,0,no,69715.35324851311,-784.6467514868855,6,0,-0.011129741155842348
71500.0,8150,3,2,one,yes,yes,yes,no,no,0,no,82766.85523686331,11266.85523686331,7,1,0.15757839492116518
71900.0,4800,2,1,one,yes,yes,yes,no,no,0,no,54726.11442903348,-17173.885570966522,5,2,-0.23885793561844954
75000.0,9800,4,2,two,yes,yes,no,no,no,2,no,97565.67779804146,22565.677798041463,8,2,0.3008757039738862
75000.0,8520,3,1,one,yes,no,no,no,yes,2,no,80729.37670222246,5729.376702222464,7,0,0.07639168936296618
87000.0,8372,3,1,three,yes,no,no,no,yes,2,no,90635.57453618708,3635.5745361870795,7,0,0.041788213059621604
64000.0,4040,3,1,two,yes,no,no,no,no,1,no,53157.859259639896,-10842.140740360104,5,1,-0.16940844906812663
70000.0,4646,3,1,two,yes,yes,yes,no,no,2,no,67077.89982824365,-2922.1001717563486,6,0,-0.041744288167947834
47500.0,4775,4,1,two,yes,no,no,no,no,0,no,54358.06009001293,6858.060090012928,7,0,0.14438021242132482
62600.0,4950,4,1,two,yes,no,no,no,yes,0,no,68121.49513406435,5521.495134064346,7,0,0.08820279766875952
66000.0,5010,3,1,two,yes,no,yes,no,no,0,no,57140.12212862321,-8859.87787137679,5,1,-0.13424057380873924
58900.0,6060,2,1,one,yes,no,yes,no,no,1,no,57690.30439058595,-1209.6956094140478,6,0,-0.020538125796503357
53000.0,3584,2,1,one,yes,no,no,yes,no,0,no,56908.55307608677,3908.5530760867696,7,0,0.07374628445446735
95000.0,6000,3,2,three,yes,yes,no,no,yes,0,no,94981.60907715317,-18.39092284682556,6,0,-1.935886615455322E-4
96500.0,6000,4,2,four,yes,no,no,no,yes,0,no,101866.69076994873,5366.690769948735,7,0,0.05561337585439103
101000.0,6240,4,2,two,yes,no,no,no,yes,1,no,90335.04717768675,-10664.952822313251,5,1,-0.1055935923001312
102000.0,6000,3,2,two,yes,yes,no,no,no,1,no,79146.90942646484,-22853.090573535155,4,2,-0.224049907583678
103000.0,7680,4,2,four,yes,yes,no,no,yes,1,no,115684.56005395511,12684.560053955109,7,1,0.12315106848500106
105000.0,6000,4,2,four,yes,yes,no,no,yes,1,no,109817.88856048959,4817.888560489591,7,0,0.04588465295704373
108000.0,6000,4,2,four,yes,no,no,no,yes,1,no,105124.38283594584,-2875.617164054158,6,0,-0.026626084852353314
110000.0,6000,4,2,four,yes,no,no,no,no,2,no,95229.75147179415,-14770.248528205848,5,1,-0.13427498662005316
113000.0,6000,4,2,four,yes,no,no,no,yes,1,no,105124.38283594584,-7875.617164054158,6,1,-0.06969572711552352
120000.0,7475,3,2,four,yes,no,no,no,yes,2,no,111641.64867257208,-8358.351327427925,6,1,-0.06965292772856604
105000.0,5150,3,2,four,yes,no,no,no,yes,2,no,103522.59437357963,-1477.4056264203682,6,0,-0.014070529775432078
106000.0,6325,3,1,four,yes,no,no,no,yes,1,no,89916.9859200718,-16083.014079928194,5,2,-0.1517265479238509
107500.0,6000,3,2,four,yes,no,no,no,yes,1,no,103233.15871796687,-4266.841282033129,6,0,-0.0396915468096105
108000.0,6000,3,2,three,yes,no,no,no,yes,0,no,90288.10335260941,-17711.89664739059,5,2,-0.16399904303139434
113750.0,6000,3,1,four,yes,yes,no,no,yes,2,no,96733.26214193631,-17016.737858063687,5,2,-0.14959769545550494
120000.0,7000,3,1,four,yes,no,no,no,yes,2,no,95531.82278255059,-24468.17721744941,4,3,-0.20390147681207843
70000.0,12900,3,1,one,yes,no,no,no,no,2,no,82872.30395146592,12872.303951465918,7,1,0.18389005644951312
71000.0,7686,3,1,one,yes,yes,yes,yes,no,0,no,81670.38970926493,10670.389709264928,7,1,0.15028717900373137
82000.0,5000,3,1,three,yes,no,no,no,yes,0,no,72344.94262087996,-9655.057379120044,5,1,-0.11774460218439078
82000.0,5800,3,2,four,yes,no,no,no,yes,0,no,99277.05337893816,17277.05337893816,8,2,0.21069577291387998
82500.0,6000,3,2,four,yes,no,no,no,yes,0,no,99975.46665196976,17475.466651969764,8,2,0.21182383820569411
83000.0,4800,3,1,three,yes,no,no,no,yes,0,no,71646.52934784835,-11353.47065215165,5,1,-0.13678880303797167
84000.0,6500,3,2,three,yes,no,no,no,yes,0,no,92034.13653518843,8034.136535188431,7,1,0.09564448256176702
85000.0,7320,4,2,two,yes,no,no,no,no,0,no,77696.46335591156,-7303.536644088439,6,0,-0.08592396051868752
85000.0,6525,3,2,four,yes,no,no,no,no,1,no,91914.17012952606,6914.170129526057,7,0,0.0813431779944242
91500.0,4800,3,2,four,yes,yes,no,no,yes,0,no,100478.49273832387,8978.492738323868,7,1,0.09812560369752861
94000.0,6000,3,2,four,yes,no,no,no,yes,0,no,99975.46665196976,5975.466651969764,7,0,0.0635687941698911
103000.0,6000,3,2,four,yes,yes,no,no,yes,1,no,107926.66444251062,4926.664442510621,7,0,0.04783169361660797
105000.0,6000,3,2,two,yes,yes,no,no,yes,1,no,92299.23285661361,-12700.767143386387,5,1,-0.12095968707987036
105000.0,6000,3,1,two,yes,no,no,no,yes,1,no,73154.63276549842,-31845.36723450158,3,4,-0.3032892117571579
